egid;eingang_koordinaten
243056308;47.57131811451663, 7.579021644541588
243056309;47.57123765665885, 7.57889484902626
243056313;47.587117393346524, 7.658639874696116
243056314;47.58089492880498, 7.647891311371161
243056315;47.580717982882305, 7.647918795728486
243056317;47.58016382107187, 7.647702885188363
243056318;47.57923786765809, 7.648532801457683
243056321;47.57817989482349, 7.644870885819522
243056322;47.57804117358537, 7.644537133739442
243056326;47.57696154029357, 7.645204855784199
243056338;47.57728597274272, 7.646717748756471
243056340;47.57722049662106, 7.647472180215033
243056342;47.57739491419087, 7.647710922994637
243056345;47.57769278504352, 7.648116014477286
243056348;47.57794375288442, 7.648091481544945
243056354;47.568047507062836, 7.619211256381962
243056355;47.567676197534574, 7.618999372112825
243056356;47.567566055234316, 7.61874134391497
243056361;47.56726229145727, 7.618357989558562
243056364;47.56712203124383, 7.617501422366134
243056365;47.566651204800095, 7.618078160578078
243056368;47.56764946223012, 7.614581984696694
243056370;47.567800992306196, 7.61584282252631
243056372;47.567350600240836, 7.6157576208841125
243056376;47.567601850902854, 7.613416256568778
243056378;47.567250878269796, 7.6131418649524
243056385;47.54239061792211, 7.592871819650881
243056388;47.545753293009085, 7.559073947812328
243056389;47.56906733916752, 7.59989573784569
243056392;47.569902596239594, 7.637400516402338
243056395;47.569369491638504, 7.638625562448586
243056399;47.5631960196618, 7.624987765677641
243056405;47.56411799505685, 7.619105444572707
243056408;47.56318500849821, 7.618899744460845
243056411;47.56567942195328, 7.6174196329764
243056417;47.564567085204, 7.615714681336554
243056422;47.56893022802847, 7.646415095118188
243056423;47.56408324935476, 7.614391289450259
243056426;47.564096353110514, 7.61394379648477
243056429;47.56364847132265, 7.613443634580227
243056430;47.53083797290912, 7.589702687759291
243056433;47.53041122648736, 7.592709396693563
243056435;47.574305864525336, 7.5967521893968755
243056436;47.57423265331435, 7.597085296317579
243056451;47.5366344203391, 7.590958739258694
243056452;47.53646631785974, 7.590765539886076
243056453;47.57067585881986, 7.599832515524623
243056453;47.570620347522855, 7.598901643021289
243056453;47.57034694153353, 7.598873857790873
243056459;47.570714895311674, 7.599582444499213
243056461;47.531342407055774, 7.594691299610814
243056463;47.5302932660675, 7.594424917363068
243056467;47.52992860260239, 7.591704751466362
243056470;47.530905117095514, 7.586147045786777
243056476;47.52969779184746, 7.58727547928461
243056477;47.53262462627981, 7.584546943415958
243056478;47.532111429143825, 7.583618474291018
243056481;47.535538886751695, 7.585043524750172
243056483;47.5735241941498, 7.645546051837317
243056487;47.53670631304476, 7.586514555231292
243056488;47.540318792854954, 7.588892827177012
243056489;47.54007335853663, 7.5895769766191945
243056491;47.53909360146077, 7.588434592253508
243056494;47.57479570876786, 7.575609980804982
243056497;47.535386236448744, 7.587322326088281
243056498;47.532874593825625, 7.586073890574544
243056499;47.53250399735753, 7.586462343228486
243056500;47.53264413026284, 7.586738277763828
243056503;47.5323145746659, 7.587876476725379
243056504;47.5324789018766, 7.58800881901879
243056505;47.53013622728878, 7.594765739615197
243056508;47.54955143085433, 7.597080435695389
243056510;47.54888501486659, 7.595449153252707
243056511;47.54875846449276, 7.595588795477256
243056515;47.54801196208874, 7.596196729108087
243056516;47.54793893273372, 7.596263211798257
243056521;47.57089042398276, 7.599824073478378
243056522;47.57147916718133, 7.599069240414232
243056523;47.57232204396253, 7.599820662406838
243056526;47.58835163475495, 7.65637409361265
243056527;47.559925824136776, 7.592840315598223
243056536;47.549950246808926, 7.597657110033912
243056540;47.54889482451126, 7.6067859218327705
243056542;47.549083354170044, 7.607889390642635
243056544;47.55076818971856, 7.609418218573969
243056546;47.55157000408783, 7.61488452408861
243056549;47.55124496734922, 7.613777461761831
243056555;47.549594220456356, 7.621770922973783
243056562;47.54862077544937, 7.62179678016184
243056563;47.54843765749278, 7.61944114239049
243056568;47.55000307188593, 7.595236738247628
243056571;47.54901468040583, 7.598274957514554
243056574;47.54794160752737, 7.599686358969002
243056582;47.548368548451286, 7.568033353965126
243056584;47.550478137479814, 7.5741586391791715
243056589;47.54948825145695, 7.575258852636827
243056594;47.58418654650694, 7.653884305078073
243056597;47.583946380897004, 7.653567349780187
243056598;47.58415924119587, 7.652846229440142
243056601;47.58307756405422, 7.652851278618364
243056603;47.58303796565483, 7.6530120934194965
243056606;47.582783624556754, 7.656042551139632
243056614;47.581265237860066, 7.657923516730691
243056616;47.58084301477425, 7.657950622765765
243056620;47.58286659366239, 7.6619967963767825
243056630;47.5723527210854, 7.652246002802163
243056632;47.57207304718254, 7.651498215173856
243056634;47.57076210402419, 7.6523340897633965
243056637;47.5707083782756, 7.649010739870628
243056640;47.569866007550566, 7.649474163524324
243056644;47.52745793985246, 7.5903407886499545
243056651;47.566611985207366, 7.645468951549827
243056653;47.56720189536123, 7.646778594150768
243056655;47.56680866002655, 7.64720228002322
243056658;47.57095639275452, 7.639008369218673
243056660;47.566288372537194, 7.673096845232441
243056669;47.57458436134355, 7.6492515935308525
243056671;47.572070959728805, 7.560135272002325
243056677;47.57711780354556, 7.646201913324579
243056679;47.57630350282919, 7.643809652010018
243056686;47.53883002006792, 7.600166091665402
243056691;47.57813530622887, 7.643422985375426
243056694;47.578103187849536, 7.6437408057928975
243056697;47.57369573091784, 7.648972879352876
243056707;47.57265028794427, 7.65055801715974
243056709;47.56906349185183, 7.647973594366892
243056710;47.568633483153135, 7.647684211122262
243056715;47.56926708955603, 7.617321702609611
243056724;47.56951178324955, 7.650981744607871
243056733;47.58018121806453, 7.654509819503557
243056734;47.579606684890265, 7.6541745590061145
243056736;47.57937388758001, 7.655112439050858
243056738;47.5786987094076, 7.655153651181537
243056739;47.57869862655859, 7.655198177586876
243056740;47.579824677529025, 7.6562217206538365
243056741;47.57804435190685, 7.656149442269698
243056742;47.57801089342263, 7.656198616752069
243056744;47.577992454009866, 7.655814686169013
243056745;47.57774244198989, 7.656145152804003
243056746;47.57784137609496, 7.657663269431183
243056747;47.57699500148979, 7.65784789973852
243056748;47.57613250901456, 7.656880214519887
243056751;47.56951456652027, 7.589513156034875
243056755;47.55204963924861, 7.605445904420892
243056757;47.54870353481766, 7.576711726494641
243056762;47.54982615098146, 7.567559682466795
243056763;47.54882978837217, 7.567338518554982
243056764;47.548353463117465, 7.566436721491485
243056772;47.55352906129626, 7.572050316407072
243056773;47.55259830767979, 7.570404772252454
243056774;47.55256933800185, 7.570413468944641
243056776;47.554430045645674, 7.578024922539362
243056777;47.55436165151695, 7.5781350132998
243056778;47.55720940438897, 7.5815263113434375
243056779;47.55758558970953, 7.580284229473069
243056780;47.55729985728033, 7.580055879772847
243056782;47.55711447783071, 7.579766933948284
243056784;47.559720321763606, 7.58473810480318
243056788;47.583115966847956, 7.654419104164128
243056791;47.58353631894783, 7.654357532993778
243056797;47.560058488818896, 7.5835176476344275
243056803;47.54821241230687, 7.594540790767032
243056810;47.52679852162827, 7.594112242011567
243056811;47.52667016750685, 7.594390584592665
243056814;47.53365291176607, 7.586575495217345
243056815;47.58310266094033, 7.651259582658633
243056818;47.57773381092468, 7.642915960604691
243056819;47.574287500013966, 7.63671443870719
243056825;47.568677415383235, 7.602808392789078
243056826;47.56923516050237, 7.6042566615811245
243056827;47.56529368288864, 7.605527045763388
243056828;47.562217533010156, 7.601293782404861
243056837;47.56036925353465, 7.601298554140639
243056839;47.5591240454323, 7.594178090517475
243056841;47.557298753167686, 7.582086164072628
243056842;47.557163637441654, 7.5818910264280746
243056843;47.5570388483682, 7.581774717358053
243056845;47.55785459946702, 7.576883247404912
243056849;47.559112162860814, 7.577596524998688
243056852;47.55868904200513, 7.575345737263808
243056853;47.55835650822269, 7.5755295814220345
243056854;47.55797015012168, 7.575672203846662
243056860;47.55706831059124, 7.572302843954589
243056861;47.55693976787397, 7.5721652772648955
243056863;47.55666939967904, 7.5724231477532244
243056865;47.55577384003831, 7.573251560605193
243056866;47.55599448914249, 7.572996881884791
243056867;47.555904160561646, 7.572938330055584
243056869;47.556874611487466, 7.568060503604415
243056874;47.543456717452536, 7.621277605691836
243056881;47.5502819131205, 7.561273426896262
243056884;47.55387557929676, 7.589074816991356
243056887;47.5846070871638, 7.654861168569881
243056899;47.54759677832777, 7.578404683890518
243056900;47.566457416171964, 7.59951549651763
243056901;47.56593356310048, 7.5999489780629315
243056904;47.55988265348576, 7.601397665968821
243056906;47.55918516534934, 7.601730349750039
243056910;47.5589992805173, 7.603126616349629
243056912;47.55805447580024, 7.605488400370914
243056913;47.58679277480595, 7.594179036261756
243056916;47.58267327680413, 7.596371278963122
243056920;47.57739253078326, 7.591264832225201
243056924;47.54696455536584, 7.576536925417435
243056925;47.54695638633406, 7.577138650816195
243056926;47.547334791291036, 7.5763934471440475
243056933;47.5644338726726, 7.594811263899252
243056934;47.56271950315887, 7.594815683341995
243056936;47.56808147389238, 7.589402941899385
243056940;47.55952359507991, 7.604194546203685
243056941;47.55923378032391, 7.603891096546786
243056946;47.569919312164494, 7.579607629759517
243056950;47.572166059349016, 7.575477383781686
243056958;47.55588368381944, 7.591109351438797
243056961;47.58183042571374, 7.639667954220332
243056962;47.581921397628065, 7.639484995632946
243056969;47.56716443762418, 7.631094125139004
243056973;47.56209345633279, 7.576716814481325
243056977;47.56176243812235, 7.5760657852973985
243056979;47.56156017632558, 7.576059963513897
243056980;47.56121774031876, 7.5758692227090485
243056983;47.56118024158465, 7.577014345613889
243056993;47.56156262694537, 7.572842902593791
243056994;47.56193159398846, 7.573280052277079
243056996;47.561056407489275, 7.573123318301786
243057000;47.56144934959191, 7.57011132522096
243057005;47.53467643923531, 7.5927869311847465
243057007;47.534056293565364, 7.592259491752214
243057009;47.534017175473416, 7.592323908512064
243057016;47.5356217797471, 7.594071530756344
243057018;47.537145703847635, 7.5941886022854765
243057021;47.540664755598506, 7.589943225535995
243057022;47.54034970233143, 7.591322764898944
243057023;47.541124980244426, 7.591236880394884
243057029;47.542293350480854, 7.590350800297481
243057034;47.585266818273375, 7.5929582889745015
243057036;47.58443238404075, 7.594717993349418
243057039;47.53217491935874, 7.591346003095409
243057045;47.55378077937876, 7.582714931239133
243057046;47.55366672334293, 7.582581770988142
243057049;47.55461708253239, 7.580609042509601
243057052;47.54969505892702, 7.579278949589016
243057053;47.55395225173622, 7.579723668175987
243057058;47.553101700154556, 7.57869035060832
243057059;47.5538126823477, 7.58083049687766
243057061;47.55326617107446, 7.577802004033532
243057062;47.55295200741242, 7.578196005446284
243057063;47.55299572778248, 7.578412268176217
243057065;47.55583131651187, 7.569795748241969
243057069;47.5472980551614, 7.6040147781564995
243057081;47.54293549726815, 7.592708542795874
243057090;47.572547706429305, 7.611040299655079
243057091;47.5724265722162, 7.611275951452609
243057093;47.57222974583514, 7.610819855480414
243057099;47.572566129868676, 7.609707344627936
243057114;47.572661410997206, 7.605589268363387
243057117;47.571199584781425, 7.607027420848868
243057119;47.57114580470313, 7.607088117737941
243057122;47.56321409890893, 7.607681489325958
243057123;47.573717534260126, 7.645726593737367
243057125;47.571792301817034, 7.6665994380187215
243057129;47.57274077507444, 7.572137898805926
243057136;47.5666209371064, 7.574800777400137
243057137;47.56649373627787, 7.574903425677892
243057140;47.566409787832185, 7.574858296617569
243057149;47.572878986589565, 7.652901972112628
243057152;47.560059614081226, 7.5739413272061284
243057153;47.56011864645973, 7.573912378388925
243057155;47.55978654808956, 7.573404101733726
243057158;47.55975588284384, 7.573867480917913
243057159;47.55960681522936, 7.574143614341257
243057163;47.55512802780752, 7.566953927255914
243057164;47.570729424423774, 7.6073673323272955
243057166;47.58595081457288, 7.653202317395495
243057168;47.56063393413232, 7.576408318769738
243057170;47.56394277854821, 7.608719638576741
243057175;47.54506868900493, 7.621146957621914
243057179;47.54542844945472, 7.621936600313878
243057181;47.54504347819306, 7.621909030442761
243057185;47.56032884225185, 7.571230238843031
243057186;47.560289164509236, 7.571243825948513
243057190;47.55918915275966, 7.5717875768295855
243057195;47.55961100851424, 7.572294201934981
243057196;47.5413538488503, 7.597965229213987
243057198;47.54037749932843, 7.5991914677707415
243057199;47.54042991508594, 7.599139294426031
243057202;47.539722232412466, 7.599899156820414
243057203;47.539472345824116, 7.599927369689393
243057208;47.53960767871023, 7.601880873858221
243057209;47.539354537407455, 7.600114684196833
243057210;47.53889385177314, 7.600778977154059
243057212;47.54217098586947, 7.595187502273203
243057213;47.54399212688049, 7.595802257473022
243057218;47.5423731251172, 7.597093607717526
243057219;47.56346925850957, 7.572317523713042
243057230;47.56837623773247, 7.647502950560571
243057233;47.56720522632083, 7.562417613243083
243057236;47.57258817731456, 7.557743024605563
243057245;47.57714217403153, 7.56953000887599
243057249;47.56325016499521, 7.571843801991142
243057256;47.560805624278885, 7.567230358274172
243057258;47.55747952528444, 7.58326699744593
243057262;47.550892762644004, 7.5782489737904815
243057266;47.55852419781764, 7.576414226334313
243057267;47.55713958661033, 7.5698143698912865
243057270;47.56411153712964, 7.576792734380156
243057272;47.551318559405715, 7.591142696135618
243057274;47.553579314885255, 7.594152787060307
243057283;47.57847561654392, 7.64109983503653
243057286;47.57776493160295, 7.638059576201553
243057294;47.55911560260404, 7.603757983858749
243057304;47.56261279504764, 7.629022995841802
243057305;47.562596027149254, 7.628661900779233
243057307;47.56070000347298, 7.620975314005103
243057313;47.55985701656773, 7.618130406238177
243057318;47.558058071723025, 7.609527841790296
243057319;47.557928322529825, 7.608812979758107
243057320;47.55778326054865, 7.608185350364785
243057338;47.564499344849125, 7.572810134276655
243057339;47.55021667928919, 7.6014325755403735
243057343;47.54863717317477, 7.591866936171181
243057348;47.55196405249655, 7.585532051582237
243057352;47.59318483243502, 7.658066199670057
243057353;47.593036571678454, 7.657277957067282
243057359;47.59115229047494, 7.657391497069269
243057362;47.57783394592047, 7.656461328779761
243057376;47.56575815796118, 7.61290668303044
243057378;47.53460616033473, 7.601227630232666
243057379;47.537668656932865, 7.602856445758055
243057385;47.54193897788585, 7.598626164005927
243057396;47.539820082837316, 7.60240774845224
243057397;47.544314194120794, 7.594725149247457
243057402;47.55299190577295, 7.5922069611334315
243057407;47.5687590944857, 7.6005146478345385
243057419;47.567714210127576, 7.60219943438788
243057421;47.55339772871545, 7.610378876538845
243057423;47.552961287207296, 7.611516709381865
243057424;47.552700382363724, 7.61139894263496
243057441;47.54518186671113, 7.576824249970442
243057442;47.55058316819582, 7.5726158982832485
243057445;47.55159247434392, 7.576215153375049
243057454;47.56569535842311, 7.580897539210628
243057470;47.574718220676004, 7.647891966163856
243057472;47.574790965671106, 7.645018641932017
243057477;47.59194087768709, 7.65358342481704
243057479;47.56707119456125, 7.62034498029895
243057485;47.55785875503633, 7.595645732069345
243057491;47.54239145148137, 7.617686673145086
243057492;47.54199866206967, 7.617642320548792
243057493;47.54215573675729, 7.617859762243461
243057497;47.54067830534878, 7.614727029252325
243057500;47.538929412423514, 7.607648693834372
243057526;47.548325636316235, 7.594586685186681
243057547;47.575688228266856, 7.587129290109616
243057548;47.576483552215265, 7.586835764297122
243057549;47.57551942924949, 7.5869076627348075
243057568;47.57380979871547, 7.580712686729094
243057571;47.57481558039157, 7.57687943991263
243057577;47.58325660747717, 7.653594090355296
243053132;47.57100161825763, 7.576996406944525
243053132;47.571001348670116, 7.577465542657451
243053132;47.57129762350145, 7.575144618629609
243053132;47.57104064215831, 7.576555651558677
243053132;47.57106353237625, 7.576280429415763
243053132;47.571073063474806, 7.576160289185975
243053132;47.571087499155595, 7.576014565703161
243053132;47.571113763806416, 7.575713755910034
243053132;47.57112979805032, 7.5755235425825385
243053138;47.574114095149916, 7.561538647232555
243053146;47.538357138247406, 7.5975224778775
243053148;47.538260681192405, 7.597593963717595
243053154;47.56521820395239, 7.588872766081675
243053157;47.54664568192561, 7.584890221766768
243053160;47.556126047070144, 7.616470842168437
243053162;47.55612204959428, 7.616609015430902
243053166;47.5434321229768, 7.596186485589379
243053167;47.54342781427979, 7.5961803362671505
243053171;47.571532908832594, 7.560216911040929
243053172;47.57230434726202, 7.56068567306407
243053176;47.576337092967016, 7.57792334053457
243053180;47.57331740696611, 7.581211327284559
243053185;47.58513086582422, 7.646333117409741
243053186;47.555152631104356, 7.5701315250769206
243053193;47.58378043979188, 7.601531126989256
243053195;47.56545411554646, 7.566244445582502
243053199;47.56219862609357, 7.5811007997368405
243053201;47.56081156425153, 7.583064807716014
243053203;47.56932707518058, 7.600254187976591
243053206;47.56989667707717, 7.600853109039876
243053208;47.569962787061115, 7.601692732047516
243053212;47.56960447726347, 7.600939717455575
243053213;47.56207206753046, 7.5763303093309
243053214;47.56950874316022, 7.6393611268239106
243053216;47.571846293732776, 7.56698859805101
243053218;47.57268677218592, 7.566298671040005
243053222;47.5710907519007, 7.564728251796354
243053224;47.570906104070595, 7.563891489776773
243053228;47.57233317915097, 7.564265502825541
243053229;47.572566751043716, 7.564627047842277
243053231;47.57312609772997, 7.563872051057225
243053236;47.57274953710407, 7.564944632164187
243053240;47.57163740443775, 7.567748802520938
243053245;47.57503063831734, 7.579703082870518
243053261;47.52453701550899, 7.5902490712551876
243053262;47.52451591694985, 7.5905244497617455
243053265;47.52416743716295, 7.590658933625927
243053267;47.54536418497725, 7.570973052230656
243053268;47.57409949475275, 7.579406560722337
243053276;47.53921263561969, 7.608883615937898
243053278;47.56883385881814, 7.61510651707712
243053283;47.568943273095236, 7.565038191570967
243053291;47.56750258532957, 7.6476099036127945
243053292;47.58692388314957, 7.661463572720663
243053293;47.53470178212191, 7.606232768498345
243053304;47.52328106070475, 7.5952924034207125
243053310;47.523545766730926, 7.595793551029743
243053320;47.56848062584008, 7.617790375491452
243053322;47.54479389384953, 7.590775640627163
243053322;47.54470416323121, 7.590699658529906
243053326;47.57352599188204, 7.57979611465278
243053327;47.5577195833112, 7.603461792196929
243053334;47.57702174159006, 7.597576336604646
243053337;47.57751780027278, 7.5977910054806586
243053346;47.57737720344036, 7.59400353503587
243053350;47.554070139863136, 7.58356721071303
243053356;47.53585441338576, 7.5908017275600805
243053357;47.535977516760255, 7.590646161058868
243053362;47.57091539641139, 7.57400612009454
243053362;47.57082522196764, 7.573200809998877
243053362;47.57035723339133, 7.5737008030264255
243053362;47.57060877423647, 7.573268121157104
243053376;47.58047178056918, 7.604522835715035
243053377;47.5681274812889, 7.650047626698666
243053380;47.56801039096938, 7.6502808074427255
243053381;47.56799288649571, 7.649975492347624
243053383;47.58499953983532, 7.646826884355486
243053386;47.55468176602448, 7.609706721859702
243053387;47.57570117020756, 7.579204150040614
243053388;47.56363984826088, 7.5893571694388635
243053392;47.58210560299882, 7.667778827117594
243053398;47.58411891751895, 7.652242169883944
243053400;47.56158604258716, 7.562016965038708
243053403;47.55572219436419, 7.57389996258824
243053406;47.57543943055301, 7.580227737106116
243053411;47.56510206730007, 7.565186056488692
243053412;47.56598864586455, 7.565105342001998
243053417;47.564931183671, 7.566943572434568
243053418;47.56431915006873, 7.565630757585321
243053419;47.564448971670856, 7.566325455007867
243053422;47.59533607184364, 7.655068869866107
243053426;47.55703900776741, 7.572601854279106
243053427;47.56201692287364, 7.560982502309054
243053428;47.56229133237875, 7.560791272971339
243053432;47.56294633131839, 7.561839099876135
243053445;47.57536241765384, 7.5785432822903545
243053448;47.559077063127646, 7.602880960400138
243053451;47.559448155072126, 7.602860617614378
243053453;47.55673095834623, 7.569516450995242
243053454;47.57520037424441, 7.594172875189472
243053459;47.57422463559535, 7.594055761132783
243053460;47.57392459213662, 7.594336084665453
243053461;47.573915357972275, 7.594603432836244
243053471;47.57414562187563, 7.592329174643147
243053479;47.57119009283541, 7.574066114454393
243053479;47.57112758915126, 7.57334931233598
243053479;47.57103322598074, 7.572819828868667
243053480;47.57155977587783, 7.572415401872049
243053481;47.55344154034607, 7.569984407545242
243053482;47.52405859912906, 7.591019582723034
243053484;47.523964557578246, 7.590986717465159
243053485;47.572111785957894, 7.59100368666587
243053486;47.57188537371988, 7.590918198227491
243053487;47.57199924225357, 7.591468404303736
243053488;47.57300166379407, 7.652009394775405
243053491;47.57362222276031, 7.582855495485065
243053494;47.57350852931931, 7.596739314872379
243053503;47.57281491542477, 7.597105860396497
243053504;47.57268308826284, 7.59709758802235
243053522;47.577017388589624, 7.651013008160342
243053523;47.57338871199113, 7.58208160084239
243053525;47.53713882414392, 7.5889887789137305
243053527;47.548318090690124, 7.583853910904139
243053530;47.58987865525493, 7.663470607604184
243053532;47.56415569601007, 7.606705605449688
243053535;47.544125007359256, 7.595310066032685
243053537;47.54948418150515, 7.587816522313328
243053538;47.5488990328132, 7.599801072113069
243053538;47.549111988340336, 7.599598520781409
243053544;47.56893609298636, 7.637249908984018
243053545;47.573527763868924, 7.60580864999641
243053548;47.571217068239726, 7.588868354736925
243053553;47.57946409793999, 7.651044411834466
243053554;47.566115244999615, 7.586799697003012
243053555;47.570342556880355, 7.616563287851181
243053563;47.554440787150014, 7.573159190860871
243053567;47.57187318091614, 7.600162875573215
243053569;47.57676696079256, 7.5929979517937705
243053570;47.576675802393005, 7.592867755048903
243053572;47.56951031006824, 7.63353287758691
243053573;47.576449508916305, 7.591484308055104
243053576;47.57181591089487, 7.597254238923726
243053576;47.57182528911964, 7.5975463504487495
243053578;47.5633961110369, 7.606620231532565
243053580;47.56409648013604, 7.605467599137057
243053582;47.56387189132048, 7.605334111784183
243053587;47.563120648681874, 7.604304710316815
243053590;47.589786905524406, 7.652301096102212
243053597;47.58210093123169, 7.666425066787014
243053598;47.58933721598612, 7.660189724691108
243053602;47.58161143267879, 7.599555693797812
243053613;47.543093011722945, 7.621206945833075
243053614;47.57316994922034, 7.587372979192214
243053620;47.541689673349424, 7.592855357923394
243053624;47.52989538389812, 7.594777571457396
243053658;47.582285999547885, 7.595546082794462
243053658;47.58240436400803, 7.595111873382853
243053670;47.56784753555076, 7.616609051609965
243053672;47.567980825554535, 7.6168303970759705
243053674;47.568052539185906, 7.616990448719534
243053675;47.56813519435065, 7.617094152598412
243053676;47.56817775740137, 7.617167277698954
243053678;47.56829027801293, 7.617366390397302
243053680;47.568379408323196, 7.600992456891483
243053684;47.553341807102974, 7.5710756332988405
243053686;47.58238435499888, 7.654105761573181
243053690;47.57612389523014, 7.595357233115077
243053691;47.576567542924224, 7.595157256734031
243053692;47.57686317545628, 7.595028748271964
243053705;47.55273886813969, 7.588677700842836
243053708;47.57605356509883, 7.5953837014079815
243053709;47.57160619389696, 7.625029646371491
243053716;47.57418450246066, 7.589415032263803
243053717;47.5742838021758, 7.588311741612129
243053721;47.57476850335582, 7.588496895431229
243053724;47.57538098647516, 7.5887517626500065
243053731;47.54118779344362, 7.5984205506437235
243053745;47.55374976196976, 7.604123112785023
243053746;47.55463745644126, 7.585078156527189
243053759;47.59434429123664, 7.658937616024683
243053762;47.59380689434096, 7.658409774835133
243053767;47.54284023109502, 7.592241638344292
243053769;47.554115024413136, 7.615350531887639
243053773;47.55070002888994, 7.618908233943843
243053778;47.58072637284144, 7.644443976181245
243053783;47.55215964315862, 7.580814101730238
243053785;47.5373491657517, 7.609491411052752
243053787;47.5425923169812, 7.618923085223214
243053789;47.579100964764386, 7.589288943569833
243053790;47.54416923541247, 7.584598565154097
243053798;47.57419032213333, 7.615462226485831
243053799;47.57308055300861, 7.615842513124758
243053801;47.573401902136894, 7.615774378504651
243053809;47.57371157406378, 7.619784851022852
243053810;47.57455629306394, 7.6185572579665
243053820;47.539837013648224, 7.588109651860925
243053823;47.539799358537884, 7.588486311319657
243053825;47.53975069684263, 7.58867214642488
243053831;47.579262295002906, 7.655657583626422
243053838;47.58107136114392, 7.639891297053104
243053841;47.57989769077905, 7.604748328033521
243053843;47.57985886530801, 7.605038195116321
243053846;47.570875608223794, 7.644961061731372
243053851;47.566193704437154, 7.596973014343754
243053852;47.58261615871268, 7.665473077544457
243053855;47.54665525578411, 7.569323726067527
243053856;47.5467732502792, 7.56943932884952
243053857;47.5474119545342, 7.568389459983566
243053859;47.56473380558184, 7.596040076020822
243053861;47.544988586009765, 7.5765698970785005
243053862;47.54527511205671, 7.577409043319913
243053865;47.57433086136277, 7.581928952074041
243053870;47.56233421388764, 7.566329399990422
243053874;47.559594978048885, 7.599898653735851
243053877;47.548370321891234, 7.579734370356334
243053879;47.553308867312275, 7.596657013611744
243053879;47.55309603377761, 7.596661073416266
243053879;47.55301679301965, 7.596837690291461
243053885;47.57398559661166, 7.611187605187318
243053889;47.57078749223987, 7.663520087724182
243053892;47.57062896110949, 7.663449781404946
243053895;47.573223452867126, 7.611267167088703
243053899;47.55748993146444, 7.579527803715929
243053900;47.547975427523305, 7.605498078920602
243053913;47.553938421654614, 7.569628757703233
243053914;47.558282516538675, 7.595322125019509
243053916;47.57922456367704, 7.655219787539797
243053924;47.5793583257715, 7.645535646031918
243053927;47.54780521450014, 7.573099281255917
243053931;47.58857789118195, 7.663509811516348
243053934;47.58317525332788, 7.594394269438198
243053947;47.57647089611605, 7.594869582409494
243053951;47.57055607796902, 7.662487976499452
243053952;47.57047497189334, 7.662838691410836
243053954;47.569603382602146, 7.5799711343227205
243053958;47.57074657012564, 7.5764461573801425
243053964;47.55881275603244, 7.607782703131471
243053975;47.58854678261732, 7.659839648887193
243053978;47.58845566777303, 7.660369103378097
243053979;47.58794447842644, 7.660335668415029
243053984;47.55715107976175, 7.585078085400791
243053987;47.5843601974551, 7.656681132546052
243053991;47.553249048677486, 7.597313044174329
243053993;47.578759349661816, 7.641677820292684
243053997;47.573938156742756, 7.593713763824369
243054000;47.573976020143085, 7.593022629058875
243054001;47.57258977899597, 7.640130977275704
243054002;47.559211438455904, 7.593657627615629
243054004;47.56799989374813, 7.635417220874806
243054009;47.568218159806364, 7.635391953551577
243054015;47.56814481324404, 7.635004842652762
243054017;47.56789052994327, 7.635071280608142
243054021;47.57485325230135, 7.581729240676429
243054024;47.57457778912803, 7.582835880765894
243054025;47.57427865013204, 7.582923441148096
243054027;47.57468922328278, 7.582535283992151
243054029;47.560178504686746, 7.593158044187439
243054034;47.55124760386781, 7.598387671532117
243054037;47.52379377013172, 7.590445186897421
243054039;47.59595548145012, 7.647033463886276
243054044;47.59546042441365, 7.645339960770922
243054045;47.59551897109743, 7.644146945217805
243054046;47.59551531705601, 7.644082180700441
243054048;47.594884755801374, 7.644311677982262
243054053;47.59535857902259, 7.64733238378355
243054055;47.59427243461059, 7.643321115661215
243054056;47.59358405004431, 7.642979999690168
243054057;47.59330986308726, 7.6429841199925805
243054058;47.59296764944528, 7.642859428688913
243054059;47.59296451154005, 7.642427736938781
243054063;47.59191870675997, 7.642970807857851
243054065;47.5914780840595, 7.647109240287641
243054068;47.59255524000885, 7.653418758564802
243054069;47.59297671728103, 7.653155552218261
243054070;47.59293250321018, 7.653711961548498
243054071;47.593556205717, 7.65378325627096
243054077;47.59532177994811, 7.65458997933905
243054078;47.59512071648212, 7.655929834163142
243054081;47.59480398433187, 7.6565331994593615
243054082;47.594859260101586, 7.656316374654117
243054088;47.59418303190724, 7.6563726429204815
243054090;47.593769286669186, 7.655192638660538
243054098;47.59116053015206, 7.663827822941461
243054100;47.59142473711697, 7.664212892649311
243054102;47.59032477756744, 7.670031045269658
243054107;47.592398952844405, 7.654777036758055
243054108;47.59211228449595, 7.6540715084208255
243054109;47.5919980611205, 7.6540251790875375
243054111;47.59189205664226, 7.653862818956453
243054119;47.592827866820976, 7.6567258719782085
243054127;47.59044324826232, 7.65517979574012
243054128;47.59005639673645, 7.653495110938614
243054131;47.589831854024546, 7.653279767399906
243054134;47.59045820596937, 7.6530266508885365
243054135;47.58998516437752, 7.652720438588794
243054139;47.58874557423023, 7.6533239009084975
243054141;47.58857420966872, 7.653391953819218
243054142;47.589535107469054, 7.655198451958029
243054147;47.58868817341308, 7.6549385797652665
243054150;47.57154957158103, 7.667396184908525
243054152;47.53737108211215, 7.6090383399596275
243054153;47.58974851203856, 7.654727211111607
243054158;47.55326568063295, 7.601430979091582
